1005,60,3.7745
78,237,3.7175
246,207,3.6625
298,198,3.665
909,1002,3.6195
507,559,3.781
1012,986,3.6555
1046,997,3.6755
739,584,3.8295
90,592,3.747
83,612,3.643
58,485,3.5885
311,175,3.5195
79,201,3.5675
66,232,3.4925
64,230,3.4475
240,205,3.523
62,202,3.45
88,566,3.5755
90,542,3.635
95,534,3.613
85,590,3.635
95,600,3.6975
185,158,3.6635
96,599,3.6215
89,535,3.702
83,517,3.6645
720,544,3.667
934,974,3.4505
764,282,3.4975
700,518,3.4985
741,537,3.5825
95,512,3.567
90,533,3.5005
98,547,3.6255
77,291,3.5745
185,299,3.572
245,195,3.518
243,237,3.581
86,568,3.471
82,594,3.4975
75,601,3.5585
37,594,3.524
68,209,3.655
754,573,3.773
733,566,3.689
727,564,3.6055
685,518,3.603
705,543,3.578
756,603,3.551
744,623,3.599
742,619,3.697
747,630,3.586
759,620,3.5675
298,188,3.399
768,669,3.505
727,687,3.544
724,535,3.614
82,232,3.441
280,174,3.6885
244,173,3.5735
458,176,3.556
464,172,3.599
736,600,3.7595
712,569,3.7055
745,628,3.558
748,616,3.487
753,615,3.559
744,617,3.5005
744,632,3.572
740,597,3.588
743,638,3.66
746,613,3.565
746,587,3.6255
755,570,3.502
125,594,3.546
104,570,3.486
94,558,3.4745
115,574,3.577
762,575,3.6605
773,595,3.6125
772,601,3.472
756,583,3.689
751,576,3.5925
773,610,3.742
727,602,3.5595
793,625,3.5515
790,669,3.5095
774,697,3.431
785,715,3.4555
838,698,3.583
1132,722,3.4925
1102,815,3.517
1083,890,3.4925
1109,887,3.392
1102,875,3.4505
1107,887,3.5155
783,668,3.616
767,677,3.6
767,696,3.5735
788,683,3.5425
823,675,3.6475
860,679,3.5385
855,695,3.551
832,694,3.5265
706,298,3.445
117,567,3.4185
107,572,3.485
525,495,3.572
797,681,3.532
104,567,3.4765
121,539,3.533
98,554,3.4625
120,577,3.503
112,588,3.5335
758,622,3.6235
780,653,3.499
830,689,3.512
455,198,3.4845
460,178,3.4695
448,193,3.3355
482,155,3.5915
425,182,3.578
585,195,3.6025
607,201,3.3865
612,179,3.443
606,202,3.4145
513,195,3.5765
502,214,3.615
505,211,3.5735
506,202,3.5295
246,186,3.6365
506,240,3.6285
506,189,3.5205
496,193,3.636
972,956,3.783
782,644,3.7535
43,205,3.5005
62,216,3.483
71,224,3.4945
57,205,3.513
88,537,3.6375
43,525,3.5755
83,642,3.597
98,649,3.706
81,598,3.646
79,596,3.6665
1164,848,3.7405
719,619,3.757
711,618,3.8285
77,639,3.688
44,614,3.5945
41,594,3.574
775,652,3.644
818,629,3.523
724,639,3.4465
763,680,3.548
618,210,3.5245
628,215,3.453
594,213,3.4415
436,199,3.518
597,207,3.6045
444,206,3.524
586,215,3.7015
628,202,3.7795
636,205,3.7425
717,208,3.872
585,212,3.689
587,215,3.8385
615,204,3.7675
705,198,3.82
697,208,3.859
625,240,3.802
631,248,3.5905
508,216,3.621
594,241,3.612
605,210,3.668
595,222,3.7575
620,240,3.6625
595,242,3.573
624,886,3.693
667,962,3.46
89,115,3.437
83,28,3.3585
614,775,3.401
876,1008,3.6565
882,988,3.508
275,216,3.5765
288,226,3.4915
52,251,3.428
68,610,3.5945
117,617,3.529
89,556,3.623
85,591,3.6135
96,680,3.592
103,749,3.63
79,573,3.6355
71,563,3.677
82,556,3.7245
113,577,3.6275
86,549,3.623
122,598,3.7735
86,570,3.621
89,587,3.6555
85,580,3.6675
105,618,3.6475
62,601,3.6515
117,608,3.6945
119,621,3.6845
122,624,3.654
89,633,3.685
107,617,3.6285
776,609,3.7875
751,649,3.79
731,578,3.6345
707,521,3.4975
693,540,3.5725
765,619,3.5755
750,591,3.548
795,585,3.599
724,712,3.5195
793,785,3.342
96,609,3.677
86,586,3.492
47,594,3.403
